id_oferta,job_title,company_name,time_posted,num_applicants,job_description
3936372735,Product Data Analyst,Addi,1 week ago,,"About Addi 





Mission 



What You Will Do 



Define team KPIs and codify them into the dashboards that track team successPerform analyses to determine what and how we invest across Addi’s products, marketing, and risk initiativesDesign the evaluation process to measure success of product we ship. Establish A/B testing principlesPartner with an all-star team of engineers, designers, marketers, risk analysts, and more – to bring features to market and measure their impactOwn data lifecycle, standardization, nomenclature and documentation (i.e. data hygiene)Build a system of alerts and insights in order to help shorten product and overall feedback loops. Define team KPIs and codify them into the dashboards that track team success Perform analyses to determine what and how we invest across Addi’s products, marketing, and risk initiatives Design the evaluation process to measure success of product we ship. Establish A/B testing principles Partner with an all-star team of engineers, designers, marketers, risk analysts, and more – to bring features to market and measure their impact Own data lifecycle, standardization, nomenclature and documentation (i.e. data hygiene) Build a system of alerts and insights in order to help shorten product and overall feedback loops. 

Requirements 

Strong verbal and written communication skills.Ability to translate complex concepts to both technical and non-technical audiencesExperience working in an analytical role involving ingestion, transformation, and/or analyzing datasetsSQL proficiency and experience with data visualization tools (Power Bi, Tableau, etc)An ownership mindset, is outcome driven, and effectively collaborates with cross-functional teamsEnglish fluencyExcitement and passion about fintech products Strong verbal and written communication skills. Ability to translate complex concepts to both technical and non-technical audiences Experience working in an analytical role involving ingestion, transformation, and/or analyzing datasets SQL proficiency and experience with data visualization tools (Power Bi, Tableau, etc) An ownership mindset, is outcome driven, and effectively collaborates with cross-functional teams English fluency Excitement and passion about fintech products 

Bonus Qualifications 

Experience working with Python or RExperience working on credit, risk, or fraud productsExperience in high growth startups Experience working with Python or R Experience working on credit, risk, or fraud products Experience in high growth startups 

Nice to Have 

Experience in high growth startupsExperience building products for businesses Experience in high growth startups Experience building products for businesses 

Benefits 

Work on a problem that matters and help change customers’ lives.Build a lasting company from the very beginning, helping define every aspect of it.Massive market opportunity ahead of us; we are growing faster than pretty much any other fintech lender was at our stage.Work alongside a great and diverse team that cares about what we are doing and how we are doing it.Generous compensation, including equity, 100% health insurance (and 100% for dependents), flexible time-off, learning budget, and visa sponsorship for foreigners. Work on a problem that matters and help change customers’ lives. Build a lasting company from the very beginning, helping define every aspect of it. Massive market opportunity ahead of us; we are growing faster than pretty much any other fintech lender was at our stage. Work alongside a great and diverse team that cares about what we are doing and how we are doing it. Generous compensation, including equity, 100% health insurance (and 100% for dependents), flexible time-off, learning budget, and visa sponsorship for foreigners."
3954715164,Analista de Datos / Manejo de Power BI,HCL Infosystems Ltd.,1 week ago,38 applicants,
3939727593,Analista de Datos,Advanced Fertility Center of Texas,1 month ago,,
3948897704,Insights Analyst,Rappi,2 weeks ago,,"⭐️ VEMOS OPORTUNIDADES ⭐️ VEMOS CERCANIA ⭐️ VEMOS ADRENALINA ¿Te ha gustado lo que has leído hasta ahora? Revisa Cómo Impactarás Nuestro Ecosistema Como Parte De Rappi, Serás Responsable De Design and develop new insights and data products to support strategic decision-making for our partners;Create analysis to generate insights for Rappi's partner industries;Present analytics models results according to the business needs;Create and maintain dashboards and reports with business results;Ensure the successful delivery of our products, providing added value and Design and develop new insights and data products to support strategic decision-making for our partners; Create analysis to generate insights for Rappi's partner industries; Present analytics models results according to the business needs; Create and maintain dashboards and reports with business results; Ensure the successful delivery of our products, providing added value and Identify opportunities to improve the quality and performance of our products and reports, ensuring constant optimization;Analyze large volumes of data thoroughly, efficiently, and systematically;Collaborate with the Data Engineering team to design and implement data qualitystatistical procedures;Multiply knowledge and strategies to coworkers, training and supporting the Identify opportunities to improve the quality and performance of our products and reports, ensuring constant optimization; Analyze large volumes of data thoroughly, efficiently, and systematically; Collaborate with the Data Engineering team to design and implement data qualitystatistical procedures; Multiply knowledge and strategies to coworkers, training and supporting the Bachelor Degree in Business, Economists, Engineering or other related field;1-3 years of experience in analytical or commercial roles;Globally located candidates accepted. Preference will be given to candidates in Bachelor Degree in Business, Economists, Engineering or other related field; 1-3 years of experience in analytical or commercial roles; Globally located candidates accepted. Preference will be given to candidates in Knowledge in SQL (required), Power BI (required), and Python (desirable);Intermediate English (desirable).Google Suite & MS Office;Analytical thinking;Flexibility for changes;Strong self-management skills. Knowledge in SQL (required), Power BI (required), and Python (desirable); Intermediate English (desirable). Google Suite & MS Office; Analytical thinking; Flexibility for changes; Strong self-management skills. Tipo Empleador Empleador #Rappi🧡"
3960671959,Data Analyst,Media.Monks,5 days ago,82 applicants,"Role & Responsibilities 


Process, analyze, and understand conversations in digital channels to identify key insights or brand opportunities.Monitor daily conversations related to the brands to detect communication opportunities or potential crises.Generate daily and monthly reports of both content performance analyzed always from the perspective of the content strategy and social listening.Collaborate in brainstorming sessions with content and creative teams to optimize the platform in terms of content, messages, formats, and duration, based on the insights and learning that have emerged from the reports. Process, analyze, and understand conversations in digital channels to identify key insights or brand opportunities. Monitor daily conversations related to the brands to detect communication opportunities or potential crises. Generate daily and monthly reports of both content performance analyzed always from the perspective of the content strategy and social listening. Collaborate in brainstorming sessions with content and creative teams to optimize the platform in terms of content, messages, formats, and duration, based on the insights and learning that have emerged from the reports. 


Requirements 


Required work experience: at least 2 years in a similar role in a digital or content agency.Process, analyze, and understand conversations in digital channels to identify key insights or brand opportunities.Understanding and mastering digital metrics.Analysis of digital and social platformsExperience in monitoring digital and social crisesExperience in working with creative and content teams.Presentation, communication, and research skills.Excellent spelling, writing, and mastery of writing rules, and syntax. Required work experience: at least 2 years in a similar role in a digital or content agency. Process, analyze, and understand conversations in digital channels to identify key insights or brand opportunities. Understanding and mastering digital metrics. Analysis of digital and social platforms Experience in monitoring digital and social crises Experience in working with creative and content teams. Presentation, communication, and research skills. Excellent spelling, writing, and mastery of writing rules, and syntax. 


About Media.Monks 









Disclaimer 


Responsible for resourcing and implementing security controls for your teams processes and systemsResponsible that all your personnel apply information security in accordance with the established information security policy Responsible for resourcing and implementing security controls for your teams processes and systems Responsible that all your personnel apply information security in accordance with the established information security policy"
3958340331,Analisis de datos para Cadena de Suministro,Advanced Fertility Center of Texas,1 week ago,,"Responsable de dar seguimiento a clientes del programa colaborativo realizando los análisis necesarios de la compra, la venta y los inventarios con el objetivo de identificar las principales oportunidades y riesgos para comunicar de manera proactiva y definir en conjunto planes de acción.Dar seguimiento a los ingresos de pedidos, así como al estatus en el cuál se encuentra el inventario comunicando oportunamente a las áreas involucradas las oportunidades y riesgos de facturación que se detecten.Corresponsable del proceso de “Allocation” en la región LAN dando seguimiento diario a la facturación, comunicando oportunidades a los distintos equipos.Colaborar en proyectos que busquen la agilización y estandarización de actividades en la región.Dar soporte a los desarrollos tecnológicos y al manejo de información del área. 6. Responsable de realizar la comunicación bimestral con los clientes mediante la elaboración del boletín en conjunto con otras áreas de la compañía. Responsable de dar seguimiento a clientes del programa colaborativo realizando los análisis necesarios de la compra, la venta y los inventarios con el objetivo de identificar las principales oportunidades y riesgos para comunicar de manera proactiva y definir en conjunto planes de acción. Dar seguimiento a los ingresos de pedidos, así como al estatus en el cuál se encuentra el inventario comunicando oportunamente a las áreas involucradas las oportunidades y riesgos de facturación que se detecten. Corresponsable del proceso de “Allocation” en la región LAN dando seguimiento diario a la facturación, comunicando oportunidades a los distintos equipos. Colaborar en proyectos que busquen la agilización y estandarización de actividades en la región. Dar soporte a los desarrollos tecnológicos y al manejo de información del área. 6. Responsable de realizar la comunicación bimestral con los clientes mediante la elaboración del boletín en conjunto con otras áreas de la compañía."
3952734162,Data Analyst,SDI Element Logic,2 weeks ago,,"MAIN OBJECTIVE: 
Perform high-level simulations relevant to the design of the solution.Receive, clean and process Information provided by the clientMake summaries of the data provided, validate them with the client and interpret them to get an understanding of the operation.Compile the client's processes and their particularities in the operationDo specific analyzes that help to show opportunities for improvement in the customer operation.Support the Design process and Sale of the solutions proposed for the client.Prepare presentations and present the results found in internal meetings and with the client. Perform high-level simulations relevant to the design of the solution. Receive, clean and process Information provided by the client Make summaries of the data provided, validate them with the client and interpret them to get an understanding of the operation. Compile the client's processes and their particularities in the operation Do specific analyzes that help to show opportunities for improvement in the customer operation. Support the Design process and Sale of the solutions proposed for the client. Prepare presentations and present the results found in internal meetings and with the client. 

Qualifications and Education Requirements Bilingual (English – Spanish)A Bachelor's degree in Industrial Engineering is required or Bachelor's degree in another Engineering area is a plus (Mechanical, Civil, Electromechanical, or similar)0 – 2 years of experience Strong computer skills in Excel and SQLStrong numerical skills in statistics, probability, operations research, and discrete event simulation.Basic knowledge of design software: AutoCAD Bilingual (English – Spanish) A Bachelor's degree in Industrial Engineering is required or Bachelor's degree in another Engineering area is a plus (Mechanical, Civil, Electromechanical, or similar) 0 – 2 years of experience Strong computer skills in Excel and SQL Strong numerical skills in statistics, probability, operations research, and discrete event simulation. Basic knowledge of design software: AutoCAD"
3959586239,Data Analyst,dentsu,6 days ago,52 applicants,"Ideal tener bases y experiencia en entornos digitales. 

Trabajar con nosotros 
Inclusión y diversidad 
Nuestras 8 maneras 
Somos dentsu"
3951317951,Analista de datos Bogotá,Inter Rapidísimo,2 weeks ago,196 applicants,"Perfil: Perfil: 



Funciones:Interpretar y analizar conjuntos de datos mediante herramientas y servicios de AWS, con el propósito de elaborar informes que faciliten la toma de decisiones en la organización.Aplicar consultas (SQL; NoSQL) para extraer datos de bases de datos relacionales y no relacionales.Manejo en plataforma de almacenamiento en la nube AWS: (Data Lake, Amazon S3, RDS, Redshift, Athena , Glue)Procesos ETL (Extract, Transform, Load)Conocimientos en lenguajes de programacción python, R.Excel avanzado - Power BI.Condiciones.Tipo de contrato: Indefinido.Salario 7.960.016Horario Lunes 7am a 6pm; Martes a Jueves de 7:30 a 6pm, Viernes 7:30am a 5pm.Modalidad: presencial en la ciudad de Bogotá. Funciones: Interpretar y analizar conjuntos de datos mediante herramientas y servicios de AWS, con el propósito de elaborar informes que faciliten la toma de decisiones en la organización. Aplicar consultas (SQL; NoSQL) para extraer datos de bases de datos relacionales y no relacionales. Manejo en plataforma de almacenamiento en la nube AWS: (Data Lake, Amazon S3, RDS, Redshift, Athena , Glue) Procesos ETL (Extract, Transform, Load) Conocimientos en lenguajes de programacción python, R. Excel avanzado - Power BI. Condiciones. Tipo de contrato: Indefinido. Salario 7.960.016 Horario Lunes 7am a 6pm; Martes a Jueves de 7:30 a 6pm, Viernes 7:30am a 5pm. Modalidad: presencial en la ciudad de Bogotá."
3952687161,Analista Data,Punto Empleo,2 weeks ago,,"Monitorear, analizar e interpretar datos de ventas, inventarios, abastecimiento, tiendas y bodegas.Identificar oportunidades de mejora y proponer acciones correctivas.Generar informes diarios para la toma de decisiones estratégicas. Monitorear, analizar e interpretar datos de ventas, inventarios, abastecimiento, tiendas y bodegas. Identificar oportunidades de mejora y proponer acciones correctivas. Generar informes diarios para la toma de decisiones estratégicas. 



Un salario competitivo de $2.500.000 + prestaciones de ley.Un ambiente de trabajo dinámico y colaborativo.Oportunidades de crecimiento profesional. Un salario competitivo de $2.500.000 + prestaciones de ley. Un ambiente de trabajo dinámico y colaborativo. Oportunidades de crecimiento profesional. 



Mínimo 1 año de experiencia en análisis de datos.Sólidos conocimientos en análisis de datos y estadística.Experiencia en herramientas de BI y visualización de datos.Excelentes habilidades de comunicación oral y escrita.Capacidad para trabajar de forma independiente y como parte de un equipo. Mínimo 1 año de experiencia en análisis de datos. Sólidos conocimientos en análisis de datos y estadística. Experiencia en herramientas de BI y visualización de datos. Excelentes habilidades de comunicación oral y escrita. Capacidad para trabajar de forma independiente y como parte de un equipo."
3948829513,Analista de Datos,Prosalon Distribuciones,2 weeks ago,,"Ofrecemos 

Un entorno de trabajo dinámico y creativo.Oportunidades de crecimiento y desarrollo profesional.Un equipo apasionado y amigable que comparte tu amor por la belleza.Horario L-VSalario a convenir Un entorno de trabajo dinámico y creativo. Oportunidades de crecimiento y desarrollo profesional. Un equipo apasionado y amigable que comparte tu amor por la belleza. Horario L-V Salario a convenir 

Requisitos 

Profesional en administración de empresas, mercadeo, ingeniería industrial, negocios internacionales o carreras afinesDos (2) años de experiencia mínima en análisis y manejo de información y herramienta B.I Profesional en administración de empresas, mercadeo, ingeniería industrial, negocios internacionales o carreras afines Dos (2) años de experiencia mínima en análisis y manejo de información y herramienta B.I 

Funciones 

Analizar el desempeño de las marcas propias por tiendas / regiones.Analizar el Ticket promedio y artículos adicionales que llevan los clientes al comprar un producto para identificar tendencias de consumo.Analizar las ventas anuales por marca y producto para identificar tendencias y oportunidadesAnalizar la participación de las marcas propias dentro del desempeño de la organización.Realizar un informe de las acciones comerciales, evaluando el resultado y resaltando el impacto que tuvieron en ventas y margen.Revisar y analizar el desempeño de las innovaciones.Realiza las cotizaciones de producto fuera del portafolio.Las demás funciones inherentes a su cargo solicitadas por su jefe inmediato. Analizar el desempeño de las marcas propias por tiendas / regiones. Analizar el Ticket promedio y artículos adicionales que llevan los clientes al comprar un producto para identificar tendencias de consumo. Analizar las ventas anuales por marca y producto para identificar tendencias y oportunidades Analizar la participación de las marcas propias dentro del desempeño de la organización. Realizar un informe de las acciones comerciales, evaluando el resultado y resaltando el impacto que tuvieron en ventas y margen. Revisar y analizar el desempeño de las innovaciones. Realiza las cotizaciones de producto fuera del portafolio. Las demás funciones inherentes a su cargo solicitadas por su jefe inmediato."
